web_scraper_order,web_scraper_start_url,brand,model,formfactor,wrap_color,ring_color,model2,cell_data,cell_image,item_page_title,item_page_link,text_0
"1776675398-49","https://secondlifestorage.com/index.php?pages/cell-database/","Sanyo","UR18650W2","18650","Red","Pink","","View Specifications","https://secondlifestorage.com/custom/cell_images/zN4aWWv.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1714/","Brand:

Sanyo

Model:

UR18650W2

Capacity:

1500mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1050mA Standard
--- mA Maximum

Discharging:

2.75V Cutoff
300mA Standard
--- mA Maximum

Description:

Red Cell Wrapper
Pink Insulator Ring
18650 Form Factor"
"1776675401-50","https://secondlifestorage.com/index.php?pages/cell-database/","Sanyo","UR18650SA","18650","Red","Brown","","View Specifications","https://secondlifestorage.com/custom/cell_images/Tvsc5LZ.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1706/","Brand:

Sanyo

Model:

UR18650SA

Capacity:

1200mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
840mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
240mA Standard
10000mA Maximum

Description:

Red Cell Wrapper
Brown Insulator Ring
18650 Form Factor"
"1776675403-51","https://secondlifestorage.com/index.php?pages/cell-database/","Sanyo","UR18650S","18650","Red","Orange","","View Specifications","https://secondlifestorage.com/custom/cell_images/wgcCeMI.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1713/","Brand:

Sanyo

Model:

UR18650S

Capacity:

1100mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
770mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
220mA Standard
--- mA Maximum

Description:

Red Cell Wrapper
Orange Insulator Ring
18650 Form Factor"
"1776675405-52","https://secondlifestorage.com/index.php?pages/cell-database/","Sanyo","UR18650RX","18650","Red","Blue","","View Specifications","https://secondlifestorage.com/custom/cell_images/ERUryw4.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1703/","Brand:

Sanyo

Model:

UR18650RX

Capacity:

1950mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1360mA Standard
--- mA Maximum

Discharging:

2.75V Cutoff
390mA Standard
20000mA Maximum

Description:

Red Cell Wrapper
Blue Insulator Ring
18650 Form Factor"
"1776675408-53","https://secondlifestorage.com/index.php?pages/cell-database/","Sanyo","UR18650P","18650","Red","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/sanyour18650p.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.6529/","Brand:

Sanyo

Model:

UR18650P

Capacity:

1700mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1700mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
340mA Standard
--- mA Maximum

Description:

Red Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675411-54","https://secondlifestorage.com/index.php?pages/cell-database/","Sanyo","UR18650H","18650","Red","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/sanyour18650h.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.4114/","Brand:

Sanyo

Model:

UR18650H

Capacity:

1900mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1900mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
330mA Standard
--- mA Maximum

Description:

Red Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675413-55","https://secondlifestorage.com/index.php?pages/cell-database/","Sanyo","UR18650FM","18650","Red","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/ur18650fm.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.4870/","Brand:

Sanyo

Model:

UR18650FM

Capacity:

2500mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1750mA Standard
--- mA Maximum

Discharging:

2.75V Cutoff
500mA Standard
--- mA Maximum

Description:

Red Cell Wrapper
Black Insulator Ring
18650 Form Factor



Brand:

Sanyo

Model:

UR18650FM

Capacity:

2500mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1750mA Standard
--- mA Maximum

Discharging:

2.75V Cutoff
500mA Standard
--- mA Maximum

Description:

Red Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675416-56","https://secondlifestorage.com/index.php?pages/cell-database/","Sanyo","UR18650FK","18650","Red","Teal","","View Specifications","https://secondlifestorage.com/custom/cell_images/1WpGDLv.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1711/","Brand:

Sanyo

Model:

UR18650FK

Capacity:

2100mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
2100mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
420mA Standard
--- mA Maximum

Description:

Red Cell Wrapper
Teal Insulator Ring
18650 Form Factor"
"1776675418-57","https://secondlifestorage.com/index.php?pages/cell-database/","Sanyo","UR18650FJ","18650","Red","Orange","","View Specifications","https://secondlifestorage.com/custom/cell_images/0vgrlw9.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1712/","Brand:

Sanyo

Model:

UR18650FJ

Capacity:

2100mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
2100mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
420mA Standard
--- mA Maximum

Description:

Red Cell Wrapper
Orange Insulator Ring
18650 Form Factor"
"1776675421-58","https://secondlifestorage.com/index.php?pages/cell-database/","Sanyo","UR18650FB","18650","Red","Green","","View Specifications","https://secondlifestorage.com/custom/cell_images/ur18650fb.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.4871/","Brand:

Sanyo

Model:

UR18650FB

Capacity:

2400mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
2400mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
4800mA Maximum

Description:

Red Cell Wrapper
Green Insulator Ring
18650 Form Factor"
"1776675423-59","https://secondlifestorage.com/index.php?pages/cell-database/","Sanyo","UR18650F","18650","Red","Blue (Cyan)","","View Specifications","https://secondlifestorage.com/custom/cell_images/RazEzDQ.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1709/","Brand:

Sanyo

Model:

UR18650F

Capacity:

2500mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1750mA Standard
2500mA Maximum

Discharging:

3.00V Cutoff
2500mA Standard
5000mA Maximum

Description:

Red Cell Wrapper
Blue (Cyan) Insulator Ring
18650 Form Factor"
"1776675426-60","https://secondlifestorage.com/index.php?pages/cell-database/","Sanyo","UR18650EA","18650","Red","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/sanyour18650ea.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.6539/","Brand:

Sanyo

Model:

UR18650EA

Capacity:

2350mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1570mA Standard
--- mA Maximum

Discharging:

2.75V Cutoff
450mA Standard
8000mA Maximum

Description:

Red Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675428-61","https://secondlifestorage.com/index.php?pages/cell-database/","Sanyo","UR18650E","18650","Red","Purple (Grey)","","View Specifications","https://secondlifestorage.com/custom/cell_images/ce9RxzW.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1718/","Brand:

Sanyo

Model:

UR18650E

Capacity:

2000mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1400mA Standard
--- mA Maximum

Discharging:

2.75V Cutoff
410mA Standard
6150mA Maximum

Description:

Red Cell Wrapper
Purple (Grey) Insulator Ring
18650 Form Factor"
"1776675430-62","https://secondlifestorage.com/index.php?pages/cell-database/","Sanyo","UR18650A","18650","Red","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/ur18650a.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.6524/","Brand:

Sanyo

Model:

UR18650A

Capacity:

2100mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1510mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
420mA Standard
--- mA Maximum

Description:

Red Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675433-63","https://secondlifestorage.com/index.php?pages/cell-database/","Sanyo","UR16650ZTA","16650","Purple","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/ur16650zta.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.8331/","Brand:

Sanyo

Model:

UR16650ZTA

Capacity:

2330mAh Rated

Voltage:

3.70V Nominal

Charging:

4.35V Maximum
1190mA Standard
--- mA Maximum

Discharging:

3.00V Cutoff
484mA Standard
--- mA Maximum

Description:

Purple Cell Wrapper
White Insulator Ring
16650 Form Factor

UR16650ZT R1112



UR16650ZT R1112"
"1776675435-64","https://secondlifestorage.com/index.php?pages/cell-database/","Sanyo","NCR18650GA","18650","Red","Blue","","View Specifications","https://secondlifestorage.com/custom/cell_images/JgXsU1B.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1702/","Brand:

Sanyo

Model:

NCR18650GA

Capacity:

3300mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1475mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
2000mA Standard
10000mA Maximum

Description:

Red Cell Wrapper
Blue Insulator Ring
18650 Form Factor"
"1776675438-65","https://secondlifestorage.com/index.php?pages/cell-database/","Sanyo","NCR18650BL","18650","Red","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/bQCFZnO.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1794/","Brand:

Sanyo

Model:

NCR18650BL

Capacity:

3200mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1620mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
650mA Standard
7000mA Maximum

Description:

Red Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675440-66","https://secondlifestorage.com/index.php?pages/cell-database/","Sanyo","NCR18650BF","18650","Red","Brown","","View Specifications","https://secondlifestorage.com/custom/cell_images/JOR9yYG.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1705/","Brand:

Sanyo

Model:

NCR18650BF

Capacity:

3200mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1625mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
1625mA Standard
3200mA Maximum

Description:

Red Cell Wrapper
Brown Insulator Ring
18650 Form Factor"
"1776675443-67","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","INR21700-48G","21700","Brown","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/samsunginr2170048g.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.6530/","Brand:

Samsung

Model:

INR21700-48G

Capacity:

4800mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1440mA Standard
4800mA Maximum

Discharging:

2.50V Cutoff
960mA Standard
9600mA Maximum

Description:

Brown Cell Wrapper
White Insulator Ring
21700 Form Factor"
"1776675445-68","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","INR21700-40T","21700","Purple (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/inr2170040t.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.8226/","Brand:

Samsung

Model:

INR21700-40T

Capacity:

4000mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
2000mA Standard
6000mA Maximum

Discharging:

2.50V Cutoff
800mA Standard
45000mA Maximum

Description:

Purple (Light) Cell Wrapper
White Insulator Ring
21700 Form Factor



Brand:

Samsung

Model:

INR21700-40T

Capacity:

4000mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
2000mA Standard
6000mA Maximum

Discharging:

2.50V Cutoff
800mA Standard
45000mA Maximum

Description:

Purple (Light) Cell Wrapper
White Insulator Ring
21700 Form Factor"
"1776675448-69","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","INR18650-33G","18650","Purple (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/inr1865033g.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.8107/","Brand:

Samsung

Model:

INR18650-33G

Capacity:

3150mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
975mA Standard
3250mA Maximum

Discharging:

2.50V Cutoff
650mA Standard
6500mA Maximum

Description:

Purple (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675450-70","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","INR18650-30Q","18650","Purple","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/inr1865030q.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1854/","Brand:

Samsung

Model:

INR18650-30Q

Capacity:

3000mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1500mA Standard
4000mA Maximum

Discharging:

2.50V Cutoff
600mA Standard
15000mA Maximum

Description:

Purple Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675453-71","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","INR18650-29E","18650","Purple (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/vZrbPjZ.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1771/","Brand:

Samsung

Model:

INR18650-29E

Capacity:

2900mAh Rated

Voltage:

3.62V Nominal

Charging:

4.20V Maximum
1375mA Standard
2750mA Maximum

Discharging:

2.50V Cutoff
550mA Standard
2750mA Maximum

Description:

Purple (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675455-72","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","INR18650-25R","18650","Green","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/voJKSFT.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1738/","Brand:

Samsung

Model:

INR18650-25R

Capacity:

2500mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1250mA Standard
4000mA Maximum

Discharging:

2.50V Cutoff
500mA Standard
20000mA Maximum

Description:

Green Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675457-73","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","INR18650-20R","18650","Teal","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/zNd3n99.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1746/","Brand:

Samsung

Model:

INR18650-20R

Capacity:

2000mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1000mA Standard
4000mA Maximum

Discharging:

2.50V Cutoff
400mA Standard
22000mA Maximum

Description:

Teal Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675460-74","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","INR18650-20Q","18650","Teal","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/FChN3H2.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1747/","Brand:

Samsung

Model:

INR18650-20Q

Capacity:

2000mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1000mA Standard
1000mA Maximum

Discharging:

2.00V Cutoff
400mA Standard
15000mA Maximum

Description:

Teal Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675462-75","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","INR18650-15R","18650","Teal","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/JsfGsXQ.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1748/","Brand:

Samsung

Model:

INR18650-15R

Capacity:

1500mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1200mA Standard
2200mA Maximum

Discharging:

2.50V Cutoff
--- mA Standard
25000mA Maximum

Description:

Teal Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675465-76","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","INR18650-15Q","18650","Teal","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/7bKPxNg.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1749/","Brand:

Samsung

Model:

INR18650-15Q

Capacity:

1500mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
750mA Standard
4000mA Maximum

Discharging:

2.50V Cutoff
1500mA Standard
18000mA Maximum

Description:

Teal Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675467-77","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","INR18650-15Q
INR18650-15L","18650","Green (Light)","White","INR18650-15L","View Specifications","https://secondlifestorage.com/custom/cell_images/uYFevmi.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1729/","Brand:

Samsung

Model:

INR18650-15Q (INR18650-15L)

Capacity:

1500mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
750mA Standard
4000mA Maximum

Discharging:

2.50V Cutoff
1500mA Standard
18000mA Maximum

Description:

Green (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675470-78","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","INR18650-15MM","18650","Blue (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/jy5nbC0.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1759/","Brand:

Samsung

Model:

INR18650-15MM

Capacity:

1500mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
750mA Standard
4000mA Maximum

Discharging:

2.50V Cutoff
300mA Standard
23000mA Maximum

Description:

Blue (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675472-79","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","INR18650-15M","18650","Blue (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/FGWQdn6.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1758/","Brand:

Samsung

Model:

INR18650-15M

Capacity:

1500mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
750mA Standard
4000mA Maximum

Discharging:

2.50V Cutoff
1500mA Standard
23000mA Maximum

Description:

Blue (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675474-80","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","INR18650-13Q","18650","Teal","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/nyb3Guw.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1744/","Brand:

Samsung

Model:

INR18650-13Q

Capacity:

1300mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
910mA Standard
4000mA Maximum

Discharging:

2.50V Cutoff
4000mA Standard
15000mA Maximum

Description:

Teal Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675477-81","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","INR18650-13P","18650","Turquoise","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/inr1865013r.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.3264/","Brand:

Samsung

Model:

INR18650-13P

Capacity:

1300mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1300mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
300mA Standard
18000mA Maximum

Description:

Turquoise Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675479-82","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","INR18650-13B","18650","Purple","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/inr1865013b.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.4872/","Brand:

Samsung

Model:

INR18650-13B

Capacity:

1300mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
650mA Standard
4000mA Maximum

Discharging:

2.50V Cutoff
--- mA Standard
23000mA Maximum

Description:

Purple Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675483-83","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-32A","18650","Purple (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/agmtMWU.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1769/","Brand:

Samsung

Model:

ICR18650-32A

Capacity:

3200mAh Rated

Voltage:

3.75V Nominal

Charging:

4.35V Maximum
1600mA Standard
3200mA Maximum

Discharging:

2.75V Cutoff
640mA Standard
6400mA Maximum

Description:

Purple (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675485-84","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-30B","18650","Green (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/aongbB8.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1736/","Brand:

Samsung

Model:

ICR18650-30B

Capacity:

2950mAh Rated

Voltage:

3.78V Nominal

Charging:

4.35V Maximum
1475mA Standard
2950mA Maximum

Discharging:

2.75V Cutoff
590mA Standard
5900mA Maximum

Description:

Green (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675488-85","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-30A","18650","Purple (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/5vkUoK0.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1770/","Brand:

Samsung

Model:

ICR18650-30A

Capacity:

3000mAh Rated

Voltage:

3.70V Nominal

Charging:

4.30V Maximum
1500mA Standard
6000mA Maximum

Discharging:

2.75V Cutoff
440mA Standard
6000mA Maximum

Description:

Purple (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675490-86","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-28A","18650","Purple (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/Ac4KD5d.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1772/","Brand:

Samsung

Model:

ICR18650-28A

Capacity:

2800mAh Rated

Voltage:

3.75V Nominal

Charging:

4.30V Maximum
1400mA Standard
2800mA Maximum

Discharging:

2.75V Cutoff
560mA Standard
5600mA Maximum

Description:

Purple (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675493-87","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-26J","18650","Pink","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/icr1865026j.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1928/","Brand:

Samsung

Model:

ICR18650-26J

Capacity:

2600mAh Rated

Voltage:

3.63V Nominal

Charging:

4.20V Maximum
1300mA Standard
2600mA Maximum

Discharging:

2.75V Cutoff
520mA Standard
5200mA Maximum

Description:

Pink Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675495-88","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-26H","18650","Pink","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/PZwUiQd.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1784/","Brand:

Samsung

Model:

ICR18650-26H

Capacity:

2600mAh Rated

Voltage:

3.63V Nominal

Charging:

4.20V Maximum
1300mA Standard
2600mA Maximum

Discharging:

2.75V Cutoff
520mA Standard
5200mA Maximum

Description:

Pink Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675497-89","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-26FU","18650","Pink","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/icr1865026fu.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2097/","Brand:

Samsung

Model:

ICR18650-26FU

Capacity:

2600mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1300mA Standard
2600mA Maximum

Discharging:

2.75V Cutoff
520mA Standard
5200mA Maximum

Description:

Pink Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675500-90","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-26FM","18650","Pink","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/he1Kxlt.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1785/","Brand:

Samsung

Model:

ICR18650-26FM

Capacity:

2600mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1300mA Standard
2600mA Maximum

Discharging:

2.75V Cutoff
520mA Standard
5200mA Maximum

Description:

Pink Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675502-91","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-26F","18650","Pink","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/mpNXTHL.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1783/","Brand:

Samsung

Model:

ICR18650-26F

Capacity:

2600mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1300mA Standard
2600mA Maximum

Discharging:

2.75V Cutoff
520mA Standard
5200mA Maximum

Description:

Pink Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675505-92","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-26D","18650","Pink","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/icr1865026d.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1797/","Brand:

Samsung

Model:

ICR18650-26D

Capacity:

2600mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1300mA Standard
--- mA Maximum

Discharging:

2.75V Cutoff
520mA Standard
--- mA Maximum

Description:

Pink Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675507-93","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-26C","18650","Pink","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/XQXuXlo.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1782/","Brand:

Samsung

Model:

ICR18650-26C

Capacity:

2600mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1300mA Standard
2600mA Maximum

Discharging:

2.75V Cutoff
520mA Standard
5200mA Maximum

Description:

Pink Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675510-94","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-26A","18650","Pink","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/icr1865026a.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1796/","Brand:

Samsung

Model:

ICR18650-26A

Capacity:

2600mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1300mA Standard
2600mA Maximum

Discharging:

2.75V Cutoff
520mA Standard
5200mA Maximum

Description:

Pink Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675512-95","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-24F","18650","Green","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/icr1865024f.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.5779/","Brand:

Samsung

Model:

ICR18650-24F

Capacity:

2400mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1200mA Standard
2400mA Maximum

Discharging:

2.75V Cutoff
480mA Standard
4800mA Maximum

Description:

Green Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675515-96","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-24E","18650","Blue","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/KD2mPcf.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1767/","Brand:

Samsung

Model:

ICR18650-24E

Capacity:

2400mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1200mA Standard
2400mA Maximum

Discharging:

2.75V Cutoff
480mA Standard
4800mA Maximum

Description:

Blue Cell Wrapper
White Insulator Ring
18650 Form Factor"
